RespondentID,StartDate,EndDate,Age,AgeGroup,Ethnic,Sex,MilitaryServiceName,MilitaryRankShortName,CountryName,CurricNumber,CurricShortName,SchoolName,Site,DegreeLevel,Q1,Q2,Q3a,Q3b,Q3c,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q5a,Q5b,Q5c,Q6a,Q6b,Q6c,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9a,Q9b,Q9c,Q9d,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q11h,Q11i,Q12a,Q12b,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14a,Q14b,Q14c,Q14d,Q15a,Q15b,Q15c,Q15d,Q15e,Q16,Q17,Q18a,Q18b,Q18c,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Q19h,Q19i,Q19j,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,Q20i,Q20j,Q21,Q22a,Q22b,Q22c,Q23,Q24a,Q24b,Q24c,Q25,Q26,Q27a,Q27b,Q27c,Q27d,Q28a,Q28b,Q28c,Q28d,Q28e,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q32,Q33,Q34,Q35,Q36,Q37,Q38
3085265046,2/21/14 16:54,2/21/14 17:08,24,20-30,White,M,USN,ENS,United States of America,570,Naval/Mechanical Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Somewhat Well,Very Well,Very Well,Somewhat Well,N/A,Very Little,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Well,N/A,,The ability to electronically write on whiteboards,,,,,Electronic Whiteboard (smart-board),,,,,,,,Professor-led group discussion,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,1,4,2,3,1,4,2,5,3,Seldom,N/A,,,,,SAKAI,,,,,Drop Box,,,,,SAKAI,,,,,Drop Box,,,,Yes,,,,Sometimes,,,,No,,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,No,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Advanced ( I use coding enough to know I am not a programmer),2
3085243991,2/21/14 16:46,2/21/14 17:02,36,36-40,White,M,USAF,Maj.,United States of America,682,"Far East, Southeast Asia, Pacific",School of International Graduate Studies,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,Posted schedules on classrooms not accurate,,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,N/A,N/A,N/A,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Well,Somewhat Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,4,1,3,2,1,4,3,2,5,Frequently,N/A,,,,Email,SAKAI,,Turnitin,,,,,,A physical paper copy,Email,SAKAI,,,,,,,,A physical paper copy,No,,,Every professor has a different SAKAI layout and it's confusing,Never,,,I didn't know I had a personal drive,No,,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,No,Neither Agree or Disagree,Strongly Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),2
3085230133,2/21/14 16:39,2/21/14 21:04,39,36-40,White,M,USN,LCDR,United States of America,837,Financial Management,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Little,Very Well,Somewhat Well,Somewhat Well,N/A,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Not At All,Very Little,Somewhat Well,,,,,,,,,,Printed materials,,,Lecture accompanied by printed notes,,Professor-led group discussion,,,Previously recorded lectures prepared by professor,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,4,3,2,1,3,4,5,2,1,Seldom,N/A,,,,,SAKAI,,,,,,,,,,SAKAI,,,,,,,,,Yes,,,,Often,,,,No,,"Smartphone (examples include: iPhone, Android device)",,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Some of my classes are with the same students.,No,Somewhat Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),3
3085173833,2/21/14 16:17,2/21/14 16:30,34,31-35,Asian American/Pacific Islander,M,USN,LT,United States of America,360,Operations Analysis,Graduate School of Operational and Information Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Large Lecture Hall,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Very Well,Very Well,Very Well,Very Well,N/A,Very Little,Very Well,Very Well,Somewhat Well,Very Little,Very Little,Very Well,Very Little,,The ability to electronically write on whiteboards,,,,,,,,Printed materials,,,,,Professor-led group discussion,,,,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,4,3,2,1,3,5,4,2,1,Seldom,N/A,,,,,SAKAI,,,,,,,,,,SAKAI,,,,,,,,A physical paper copy,Yes,,,,Sometimes,,,,Yes,ME Lecture Hall,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,All of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Intermediate ( I am proficient in the technologies I own),5
3085125954,2/21/14 15:56,2/21/14 17:11,28,20-30,White,M,USMC,Capt,United States of America,595,Information Warfare,Graduate School of Operational and Information Sciences,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,Posted schedules on classrooms not accurate,,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Strongly Agree,Large Lecture Hall,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,,Video Tele-Conference (VTC),,,,,,Professor-led group discussion,,,Previously recorded lectures prepared by professor,,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,4,3,2,1,4,3,2,5,1,Frequently,N/A,,,,Email,SAKAI,,,,,Drop Box,,,,Email,SAKAI,,,,,Drop Box,,,,Yes,,,,Never,,Other methods such as Google Drive or Drop Box work better,,Yes,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Most of my classes are with the same students.,Yes,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),7
3085119954,2/21/14 15:53,2/21/14 16:05,33,31-35,White,M,USN,LT,United States of America,326,Cyber Systems and Operations,Graduate School of Operational and Information Sciences,NPS,Master,No,No,Lack of rooms and spaces to collaborate,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Large Lecture Hall,Traditional Style Classroom,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Very Little,Very Little,N/A,Very Little,Very Well,Very Little,Somewhat Well,Very Well,Very Little,Very Well,Not At All,The ability to record classroom lectures,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Agree,4,1,2,3,5,2,1,4,3,Frequently,No,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Never,,,I didn't know I had a personal drive,Yes,Glasgow Hall,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Somewhat Agree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Most of my classes are with the same students.,No,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),2
3085049101,2/21/14 15:23,2/21/14 15:37,114,Unknown,White,M,,,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Somewhat Well,Very Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Very Well,Very Little,Very Well,Very Little,The ability to record classroom lectures,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,2,1,4,3,1,2,3,4,5,Frequently,N/A,,,,Email,,,,Wiki page,,,Google Drive,,,Email,,,,,,Drop Box,Google Drive,,,N/A,,,,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,All of my classes are with the same students.,Yes,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),6
3084984502,2/21/14 14:54,2/21/14 15:11,27,20-30,White,M,USN,LT,United States of America,533,Combat Systems Science & Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,Large Lecture Hall,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Somewhat Well,Somewhat Well,N/A,Very Little,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Little,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),,,,,,,,,,,,Peer mentoring (stronger students help teach weaker students),Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,N/A,3,2,1,1,5,4,3,2,Seldom,N/A,,,,Email,,,,,,,,,A physical paper copy,Email,,,,,,,,,A physical paper copy,Yes,,,,Sometimes,,,,Yes,Haligan Hall,,,,Laptop Computer,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,"Basic ( user of email, social media and basic software)",2
3084700479,2/21/14 11:58,2/21/14 12:17,59,41+,White,M,,,United States of America,581,Systems Engineering (PhD),Graduate School of Engineering and Applied Sciences,NPS,PhD,Yes,Yes,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Innovative Customizable Classroom,Innovative Customizable Classroom,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,The ability to record classroom lectures,The ability to electronically write on whiteboards,,The ability to video teleconference in the classroom,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,Lecture accompanied by printed notes,,Professor-led group discussion,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",Previously recorded lectures prepared by professor,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,4,3,2,1,1,4,2,3,5,Frequently,Yes,,,,Email,SAKAI,,,,,Drop Box,,,,,SAKAI,,,,,,,,,Yes,,,,Rarely,,Other methods such as Google Drive or Drop Box work better,,No,,,,,Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,I seldom have class with the same students.,No,Neither Agree or Disagree,Somewhat Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Advanced ( I use coding enough to know I am not a programmer),4
3084416935,2/21/14 6:15,2/21/14 6:35,42,41+,Unknown,M,Army,LTC,Germany,699,Special Operations,Graduate School of Operational and Information Sciences,NPS,Master,No,Yes,,,,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Large Lecture Hall,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Somewhat Well,Very Well,Not At All,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Little,Very Little,Very Well,Very Little,,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,PowerPoint,Chalkboard/Whiteboard,,Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,Printed materials,Verbal lecture only,Lecture accompanied by PowerPoint presentation,Lecture accompanied by printed notes,Lecture accompanied by chalkboard/whiteboard notes,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,3,4,2,1,3,4,5,1,2,Seldom,N/A,,,,Email,SAKAI,,,,,,,,,Email,SAKAI,,,,,,,,,Yes,,,,Never,,Other methods such as Google Drive or Drop Box work better,,No,,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Some of my classes are with the same students.,No,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,"Basic ( user of email, social media and basic software)",3
3084399674,2/21/14 5:50,2/21/14 6:05,30,20-30,White,M,USN,LT,United States of America,683,Western Hemisphere,School of International Graduate Studies,NPS,Master,No,No,Lack of rooms and spaces to collaborate,,,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Innovative Customizable Classroom,Somewhat Well,Very Little,Somewhat Well,Very Well,Very Little,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,PowerPoint,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,,Previously recorded lectures prepared by professor,,Neither Agree or Disagree,Somewhat Disagree,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,2,1,3,4,1,2,3,4,5,Frequently,N/A,,,,Email,SAKAI,,,,Professor's Web Site,Drop Box,Google Drive,,A physical paper copy,Email,SAKAI,,,,,,,,,No,,,Every professor has a different SAKAI layout and it's confusing,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Most of my classes are with the same students.,Yes,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Intermediate ( I am proficient in the technologies I own),4
3084334550,2/21/14 4:25,2/21/14 4:43,34,31-35,Black/African American,M,USAR,MAJ,United States of America,580,Systems Engineering,Graduate School of Engineering and Applied Sciences,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Small Lecture Hall with Stadium Seating,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Very Little,Somewhat Well,Very Well,Very Well,Somewhat Well,Very Little,Very Little,Very Well,Very Well,Very Well,Somewhat Well,Somewhat Well,Somewhat Well,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,,Electronic Whiteboard (smart-board),,Video Tele-Conference (VTC),,,,,,Professor-led group discussion,,,Previously recorded lectures prepared by professor,Peer mentoring (stronger students help teach weaker students),Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,4,2,3,2,3,1,4,5,Frequently,Yes,,,,Email,SAKAI,,,,,,,,A physical paper copy,,SAKAI,,,,,,,,,Yes,,,,Sometimes,,,,Yes,Bullard Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Most of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Neither Agree or Disagree,Strongly Agree,Advanced ( I use coding enough to know I am not a programmer),3
3084329898,2/21/14 4:20,2/21/14 4:34,30,20-30,White,F,USN,LT,United States of America,847,Manpower Systems Analysis,Graduate School of Business and Public Policy,NPS,Master,Yes,Yes,,,,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Somewhat Agree,Neither Agree or Disagree,Somewhat Disagree,Small Lecture Hall with Stadium Seating,Traditional Style Classroom,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Somewhat Well,Very Well,Somewhat Well,Very Well,Very Little,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Very Well,Very Little,The ability to record classroom lectures,,,,,,Electronic Whiteboard (smart-board),Electronic typed or handwritten real-time notes (such as written on a tablet and projected to the front of classroom),,,,,,,,,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,N/A,3,2,1,3,5,4,2,1,Seldom,N/A,,,,Email,SAKAI,,,,Professor's Web Site,,,,,,SAKAI,,,,,,,,,No,,,Every professor has a different SAKAI layout and it's confusing,Sometimes,,,,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Some of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,"Basic ( user of email, social media and basic software)",3
3084318924,2/21/14 4:08,2/21/14 4:23,48,41+,White,M,,,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Neither Agree or Disagree,Somewhat Agree,Strongly Agree,Traditional Style Classroom,Traditional Style Classroom,Traditional Style Classroom,Somewhat Well,Somewhat Well,Somewhat Well,N/A,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,The ability to record classroom lectures,,,The ability to video teleconference in the classroom,,Chalkboard/Whiteboard,,,,,,,,Lecture accompanied by chalkboard/whiteboard notes,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,4,2,1,3,5,3,2,4,1,Frequently,N/A,,,,,,,,Wiki page,,,,,,Email,,,,Wiki page,,,,,,N/A,,,,Never,,,I didn't know I had a personal drive,Yes,Hermann Hall,"Smartphone (examples include: iPhone, Android device)",,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,All of my classes are with the same students.,Yes,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Intermediate ( I am proficient in the technologies I own),4
3084283262,2/21/14 3:31,2/21/14 3:48,32,31-35,White,M,USAF,Capt.,United States of America,681,"Middle East, South Asia, Sub-Saharan Africa",School of International Graduate Studies,NPS,Master,Yes,Yes,,,,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Strongly Agree,Strongly Agree,Somewhat Agree,Large Lecture Hall,Traditional Style Classroom,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,N/A,N/A,N/A,Very Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Somewhat Well,N/A,N/A,The ability to record classroom lectures,,The ability to project individual student laptops or other mobile device to screens throughout the classroom,,,Chalkboard/Whiteboard,,,,,,,Lecture accompanied by printed notes,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,4,3,1,2,4,2,3,5,1,Frequently,N/A,,,,Email,SAKAI,,,,,Drop Box,,,A physical paper copy,,SAKAI,,,Wiki page,,Drop Box,Google Drive,,,Yes,,,,Never,,,I didn't know I had a personal drive,No,,"Smartphone (examples include: iPhone, Android device)",,,Laptop Computer,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Most of my classes are with the same students.,No,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,"Basic ( user of email, social media and basic software)",2
3084266896,2/21/14 3:15,2/21/14 3:29,45,41+,White,F,,,United States of America,692,Homeland Defense and Security,School of International Graduate Studies,NPS,Master,Yes,No,Lack of rooms and spaces to collaborate,,,Yes,,Yes,,,Yes,,,,,,,,Somewhat Agree,Strongly Agree,Strongly Agree,Large Lecture Hall,Technology-Enhanced Active Learning (TEAL) Classroom with Circular Tables,Innovative Customizable Classroom,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Little,Somewhat Well,Somewhat Well,Somewhat Well,Somewhat Well,Very Well,Very Well,Very Well,Somewhat Well,,The ability to electronically write on whiteboards,The ability to project individual student laptops or other mobile device to screens throughout the classroom,The ability to video teleconference in the classroom,,,,,,,,,,,,Student-led group discussion,"In-class professor-led practical exercises (programming labs, physical labs, etc.)",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,Strongly Agree,Strongly Agree,2,1,3,4,5,3,1,2,4,Frequently,N/A,,,,Email,,,,,,,,,,Email,,,,,,,,,,N/A,,,,Never,,,I didn't know I had a personal drive,No,,,,"Tablet (examples include: iPad, Windows Surface, Kindle, etc)",Laptop Computer,Strongly Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,All of my classes are with the same students.,,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,"Basic ( user of email, social media and basic software)",2
